,PipeIDX,CAUSE,LATITUDE,LONGITUDE,yr,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,HurIdx,diftime,distance,frequency,max_int,fourplus,yr,failTF,locGrp,ptlong,ptlat,maxlong,minlat
768,2184.0,outside,27.7974628,-97.4462486,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,694.0,85.5,284.01945082747653,30.0,994.0,0.0,1981.0,1.0,5,-97.4462486,27.7974628,-97.4,42.4
10755,,,,,1998.0,27.8,-97.1,tropical storm,0.0,40,-1000,,,,,,,,,1998.0,0.0,5,-97.1,27.8,-92.3,25.3
6181,24907.0,outside,27.80042,-97.489129,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11691.0,271.25,96.77030517903503,38.0,973.0,0.0,2021.0,1.0,5,-97.489129,27.80042,-97.4,42.4
2068,21654.0,outside,27.8005828,-97.396381,1997.0,27.0,-92.0,0,,25,-1013,0.0,0.0,4319.0,30.0,295.0,4.0,1002.0,0.0,1997.0,1.0,5,-97.396381,27.8005828,-69.6,27.4
2239,22132.0,outside,27.8005828,-97.396381,2002.0,0.0,0.0,0,,12,-1050,0.0,0.0,5389.0,266.25,133.0690470483464,29.0,1002.0,0.0,2002.0,1.0,5,-97.396381,27.8005828,-97.4,42.4
4789,27327.0,outside,27.80113016,-97.45456557,2015.0,0.0,0.0,0,,12,-1050,0.0,0.0,9572.0,601.25,292.78908923520714,3.0,991.0,0.0,2015.0,1.0,5,-97.45456557,27.80113016,-97.4,42.4
2810,23123.0,outside,27.8025401,-97.5138947,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6842.0,253.5,292.97223214509347,19.0,979.0,0.0,2005.0,1.0,5,-97.5138947,27.8025401,-97.4,42.4
2446,22541.0,outside,27.8025401,-97.5138947,2003.0,0.0,0.0,0,,12,-1050,0.0,0.0,5802.0,265.0,113.32007786056016,28.0,998.0,0.0,2003.0,1.0,5,-97.5138947,27.8025401,-97.4,42.4
2852,23199.0,outside,27.8025401,-97.5138947,2005.0,29.0,-93.0,0,,100,-935,0.0,0.0,7178.0,3.0,262.0,16.0,931.0,0.0,2005.0,1.0,5,-97.5138947,27.8025401,-69.9,21.3
2836,23191.0,human,27.8025401,-97.5138947,2005.0,25.0,-98.0,0,,70,-975,0.0,0.0,6900.0,53.0,206.0,12.0,944.0,0.0,2005.0,1.0,5,-97.5138947,27.8025401,-42.4,10.7
5754,4500.0,outside,27.80297,-97.430534,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,11254.0,114.25,270.3887967646132,15.0,998.0,0.0,2020.0,1.0,5,-97.430534,27.80297,-97.4,42.4
5942,25171.0,outside,27.805493,-97.438349,2020.0,26.0,-97.0,0,,80,-973,0.0,0.0,11376.0,50.0,69.0,27.0,973.0,0.0,2020.0,1.0,5,-97.438349,27.805493,-88.3,25.7
4745,5093.0,outside,27.805964,-97.483799,2015.0,0.0,0.0,0,,12,-1050,0.0,0.0,9572.0,545.25,292.6325135736857,3.0,991.0,0.0,2015.0,1.0,5,-97.483799,27.805964,-97.4,42.4
5106,26516.0,outside,27.8078,-97.4385,2017.0,0.0,0.0,0,,12,-1050,0.0,0.0,9791.0,655.5,268.09724284547974,8.0,997.0,0.0,2017.0,1.0,5,-97.4385,27.8078,-97.4,42.4
4780,5070.0,outside,27.809064,-97.495622,2015.0,0.0,0.0,0,,12,-1050,0.0,0.0,9572.0,588.25,292.64861618719164,3.0,991.0,0.0,2015.0,1.0,5,-97.495622,27.809064,-97.4,42.4
5579,25618.0,human,27.810227,-97.437629,2019.0,0.0,0.0,0,,12,-1050,0.0,0.0,10488.0,648.5,290.96368533477613,25.0,937.0,2.0,2019.0,1.0,5,-97.437629,27.810227,-97.4,42.4
2469,22575.0,outside,27.8121784,-97.4435441,2003.0,28.0,-96.0,0,,70,-984,0.0,0.0,6088.0,4.0,63.0,20.0,979.0,0.0,2003.0,1.0,5,-97.4435441,27.8121784,-70.0,14.8
2877,23282.0,outside,27.8121784,-97.4435441,2005.0,29.0,-93.0,0,,100,-935,0.0,0.0,7178.0,34.0,257.0,16.0,931.0,0.0,2005.0,1.0,5,-97.4435441,27.8121784,-69.9,21.3
3225,23810.0,outside,27.8121784,-97.4435441,2007.0,28.0,-97.0,0,,30,-1006,0.0,0.0,7582.0,58.0,28.0,14.0,985.0,0.0,2007.0,1.0,5,-97.4435441,27.8121784,-90.7,23.7
2931,23306.0,outside,27.8121784,-97.4435441,2006.0,0.0,0.0,0,,12,-1050,0.0,0.0,7180.0,136.5,274.05822062667465,16.0,931.0,0.0,2006.0,1.0,5,-97.4435441,27.8121784,-97.4,42.4
4954,26910.0,outside,27.8125,-97.5036,2016.0,0.0,0.0,0,,12,-1050,0.0,0.0,9791.0,311.5,267.8359577738232,8.0,997.0,0.0,2016.0,1.0,5,-97.5036,27.8125,-97.4,42.4
5182,26338.0,outside,27.8125,-97.5036,2017.0,28.0,-97.0,0,,105,-948,0.0,0.0,10474.0,15.0,36.0,25.0,937.0,2.0,2017.0,1.0,5,-97.5036,27.8125,-52.0,13.0
5865,25250.0,outside,27.8141,-97.4765,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,11254.0,228.25,273.2332362400874,15.0,998.0,0.0,2020.0,1.0,5,-97.4765,27.8141,-97.4,42.4
4847,27221.0,human,27.8144306,-97.5037194,2015.0,28.0,-96.0,0,,50,-997,0.0,0.0,9783.0,50.0,55.0,11.0,991.0,0.0,2015.0,1.0,5,-97.5037194,27.8144306,-94.3,27.0
6083,25009.0,natural,27.815376,-97.488726,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11691.0,159.25,95.94858263940225,38.0,973.0,0.0,2021.0,1.0,5,-97.488726,27.815376,-97.4,42.4
5243,26194.0,outside,27.816006,-97.505322,2018.0,0.0,0.0,0,,12,-1050,0.0,0.0,10488.0,138.5,294.1983201406601,25.0,937.0,2.0,2018.0,1.0,5,-97.505322,27.816006,-97.4,42.4
5680,25467.0,outside,27.816006,-97.505322,2019.0,28.0,-95.0,0,,30,-1008,0.0,0.0,11120.0,56.0,115.0,15.0,998.0,0.0,2019.0,1.0,5,-97.505322,27.816006,-94.8,28.3
5923,25194.0,human,27.816161,-97.468802,2020.0,26.0,-97.0,0,,80,-973,0.0,0.0,11376.0,26.0,70.0,27.0,973.0,0.0,2020.0,1.0,5,-97.468802,27.816161,-88.3,25.7
5949,25164.0,human,27.817366,-97.410866,2020.0,28.0,-96.0,0,,40,-999,0.0,0.0,11689.0,4.0,73.0,38.0,973.0,0.0,2020.0,1.0,5,-97.410866,27.817366,-92.1,21.5
5648,25506.0,outside,27.81748,-97.40699,2019.0,28.0,-95.0,0,,30,-1008,0.0,0.0,11120.0,19.0,109.0,13.0,1003.0,0.0,2019.0,1.0,5,-97.40699,27.81748,-94.8,28.3
5273,4740.0,outside,27.7484,-97.8569,2018.0,0.0,0.0,0,,12,-1050,0.0,0.0,10487.0,182.66666666666663,299.7138929099009,24.0,937.0,2.0,2018.0,1.0,5,-97.8569,27.7484,-97.4,42.4
5517,4595.0,outside,27.7595,-97.7982,2019.0,0.0,0.0,0,,12,-1050,0.0,0.0,10487.0,596.6666666666666,296.2030850992184,24.0,937.0,2.0,2019.0,1.0,5,-97.7982,27.7595,-97.4,42.4
2137,21871.0,outside,27.7841718,-98.0465185,1999.0,0.0,0.0,0,,12,-1050,0.0,0.0,4498.0,225.0,221.61836263541963,11.0,1000.0,0.0,1999.0,1.0,5,-98.0465185,27.7841718,-97.4,42.4
1420,3041.0,outside,27.875305,-98.61804,1987.0,0.0,0.0,0,,12,-1050,0.0,0.0,1576.0,319.5,296.5129004590439,2.0,990.0,0.0,1987.0,1.0,5,-98.61804,27.875305,-97.4,42.4
1085,2790.0,outside,27.8827965,-98.6177929,1983.0,25.0,-98.0,0,,40,-995,0.0,0.0,1021.0,3.0,164.0,21.0,962.0,0.0,1983.0,1.0,5,-98.6177929,27.8827965,-76.0,25.1
1084,2791.0,outside,27.8827965,-98.6177929,1983.0,25.0,-98.0,0,,40,-995,0.0,0.0,1021.0,1.0,164.0,21.0,962.0,0.0,1983.0,1.0,5,-98.6177929,27.8827965,-76.0,25.1
1003,2530.0,outside,27.8827965,-98.6177929,1982.0,27.0,-94.0,0,,35,-1005,0.0,0.0,926.0,15.0,273.0,10.0,996.0,0.0,1982.0,1.0,5,-98.6177929,27.8827965,-91.8,26.8
1075,2792.0,outside,27.8827965,-98.6177929,1983.0,29.0,-95.0,0,,80,-965,0.0,0.0,988.0,5.0,226.0,13.0,962.0,0.0,1983.0,1.0,5,-98.6177929,27.8827965,-90.5,27.0
1080,2802.0,outside,27.8827965,-98.6177929,1983.0,25.0,-98.0,0,,40,-995,0.0,0.0,1021.0,0.0,164.0,19.0,962.0,0.0,1983.0,1.0,5,-98.6177929,27.8827965,-76.0,25.1
1081,2801.0,outside,27.8827965,-98.6177929,1983.0,25.0,-98.0,0,,40,-995,0.0,0.0,1021.0,0.0,164.0,19.0,962.0,0.0,1983.0,1.0,5,-98.6177929,27.8827965,-76.0,25.1
5952,25158.0,outside,27.8179,-97.40653,2020.0,28.0,-96.0,0,,40,-999,0.0,0.0,11689.0,9.0,72.0,38.0,973.0,0.0,2020.0,1.0,5,-97.40653,27.8179,-92.1,21.5
5672,25479.0,outside,27.8189044,-97.5079139,2019.0,28.0,-95.0,0,,30,-1008,0.0,0.0,11120.0,47.0,115.0,15.0,998.0,0.0,2019.0,1.0,5,-97.5079139,27.8189044,-94.8,28.3
5332,26052.0,outside,27.8189044,-97.5079139,2018.0,0.0,0.0,0,,12,-1050,0.0,0.0,10488.0,277.5,294.2214879861273,25.0,937.0,2.0,2018.0,1.0,5,-97.5079139,27.8189044,-97.4,42.4
4093,28668.0,outside,27.8215,-97.395,2012.0,0.0,0.0,0,,12,-1050,0.0,0.0,8665.0,212.91666666666663,35.90952651707049,22.0,946.0,0.0,2012.0,1.0,5,-97.395,27.8215,-97.4,42.4
6015,25073.0,outside,27.82173,-97.43572,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11691.0,119.25,93.60699973759604,38.0,973.0,0.0,2021.0,1.0,5,-97.43572,27.82173,-97.4,42.4
5882,25236.0,human,27.821954,-97.514374,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,11254.0,244.25,275.53575675879307,15.0,998.0,0.0,2020.0,1.0,5,-97.514374,27.821954,-97.4,42.4
2228,22131.0,outside,27.8222933,-97.5788975,2002.0,0.0,0.0,0,,12,-1050,0.0,0.0,5389.0,249.25,141.55331462383256,28.0,1002.0,0.0,2002.0,1.0,5,-97.5788975,27.8222933,-97.4,42.4
4975,26885.0,natural,27.825378,-97.195883,2016.0,0.0,0.0,0,,12,-1050,0.0,0.0,9791.0,333.5,267.158422394587,8.0,997.0,0.0,2016.0,1.0,5,-97.195883,27.825378,-97.4,42.4
3374,24491.0,outside,27.8261595,-97.4002872,2008.0,0.0,0.0,0,,12,-1050,0.0,0.0,7658.0,284.5,286.1556005076703,14.0,985.0,0.0,2008.0,1.0,5,-97.4002872,27.8261595,-97.4,42.4
2510,24487.0,outside,27.8261595,-97.4002872,2004.0,0.0,0.0,0,,12,-1050,0.0,0.0,6142.0,138.0,280.53122608441385,26.0,979.0,0.0,2004.0,1.0,5,-97.4002872,27.8261595,-97.4,42.4
2513,24488.0,outside,27.8261595,-97.4002872,2004.0,0.0,0.0,0,,12,-1050,0.0,0.0,6142.0,143.0,280.53122608441385,26.0,979.0,0.0,2004.0,1.0,5,-97.4002872,27.8261595,-97.4,42.4
5093,26535.0,outside,27.826982,-97.497757,2017.0,0.0,0.0,0,,12,-1050,0.0,0.0,9791.0,638.5,266.8310575743116,8.0,997.0,0.0,2017.0,1.0,5,-97.497757,27.826982,-97.4,42.4
5653,25502.0,outside,27.827039,-97.196603,2019.0,28.0,-95.0,0,,30,-1008,0.0,0.0,11120.0,28.0,97.0,13.0,1003.0,0.0,2019.0,1.0,5,-97.196603,27.827039,-94.8,28.3
6006,25084.0,outside,27.8271056,-97.61775555,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11691.0,105.25,100.46960815701398,36.0,973.0,0.0,2021.0,1.0,5,-97.61775555,27.8271056,-97.4,42.4
6066,25025.0,natural,27.8272,-97.6163472,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11691.0,150.25,100.4066935835286,36.0,973.0,0.0,2021.0,1.0,5,-97.6163472,27.8272,-97.4,42.4
5837,25278.0,human,27.8275,-97.6191,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,11254.0,198.25,281.3984470795521,15.0,998.0,0.0,2020.0,1.0,5,-97.6191,27.8275,-97.4,42.4
5815,25303.0,human,27.8294937,-97.6138882,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,11254.0,181.25,281.1776413831883,15.0,998.0,0.0,2020.0,1.0,5,-97.6138882,27.8294937,-97.4,42.4
4138,28609.0,human,27.83125,-97.51745,2012.0,0.0,0.0,0,,12,-1050,0.0,0.0,8665.0,260.9166666666667,37.28279224843299,22.0,946.0,0.0,2012.0,1.0,5,-97.51745,27.83125,-97.4,42.4
4087,28686.0,outside,27.83146,-97.51851,2012.0,0.0,0.0,0,,12,-1050,0.0,0.0,8665.0,199.91666666666663,37.30960167120751,22.0,946.0,0.0,2012.0,1.0,5,-97.51851,27.83146,-97.4,42.4
1433,3049.0,outside,27.8339158,-97.0610994,1987.0,28.0,-94.0,0,,40,-1008,0.0,0.0,1626.0,11.0,167.0,14.0,971.0,0.0,1987.0,1.0,5,-97.0610994,27.8339158,-82.3,26.3
4585,27830.0,outside,27.83668,-97.52718,2014.0,0.0,0.0,0,,12,-1050,0.0,0.0,9572.0,185.25,293.98977595776137,3.0,991.0,0.0,2014.0,1.0,5,-97.52718,27.83668,-97.4,42.4
287,12863.0,outside,27.8772463,-97.3238805,1979.0,27.0,-93.0,0,,35,-1003,0.0,0.0,330.0,0.0,241.0,14.0,926.0,3.0,1979.0,1.0,5,-97.3238805,27.8772463,-46.3,12.5
3197,3938.0,outside,27.8874836,-97.2329255,2007.0,0.0,0.0,0,,12,-1050,0.0,0.0,7180.0,642.5,261.16392109026964,11.0,931.0,0.0,2007.0,1.0,5,-97.2329255,27.8874836,-97.4,42.4
3170,3929.0,outside,27.8874836,-97.2329255,2007.0,0.0,0.0,0,,12,-1050,0.0,0.0,7180.0,611.5,261.16392109026964,11.0,931.0,0.0,2007.0,1.0,5,-97.2329255,27.8874836,-97.4,42.4
5683,25461.0,outside,27.889343,-97.263307,2019.0,25.0,-93.0,0,,40,-998,0.0,0.0,11254.0,24.0,264.0,15.0,998.0,0.0,2019.0,1.0,5,-97.263307,27.889343,-93.6,24.7
5687,25453.0,human,27.889343,-97.263307,2019.0,25.0,-93.0,0,,40,-998,0.0,0.0,11254.0,31.0,264.0,15.0,998.0,0.0,2019.0,1.0,5,-97.263307,27.889343,-93.6,24.7
10748,,,,,1998.0,27.9,-97.4,tropical storm,0.0,35,-1001,,,,,,,,,1998.0,0.0,5,-97.4,27.9,-92.3,25.3
3240,3979.0,outside,27.9062317,-97.3192542,2007.0,27.0,-95.0,0,,35,-1006,0.0,0.0,7651.0,47.0,136.0,14.0,985.0,0.0,2007.0,1.0,5,-97.3192542,27.9062317,-92.3,27.8
3042,23408.0,human,27.9062317,-97.3192542,2006.0,0.0,0.0,0,,12,-1050,0.0,0.0,7180.0,267.5,264.0810125785137,17.0,931.0,0.0,2006.0,1.0,5,-97.3192542,27.9062317,-97.4,42.4
5774,25341.0,outside,27.908308,-97.417746,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,11254.0,131.25,273.19942978489814,15.0,998.0,0.0,2020.0,1.0,5,-97.417746,27.908308,-97.4,42.4
1648,20311.0,outside,27.909532,-97.1505561,1990.0,0.0,0.0,0,,12,-1050,0.0,0.0,2283.0,204.75,218.9194986680095,34.0,950.0,1.0,1990.0,1.0,5,-97.1505561,27.909532,-97.4,42.4
6142,24944.0,outside,27.9116451,-97.4153641,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11691.0,235.25,87.97005405104414,38.0,973.0,0.0,2021.0,1.0,5,-97.4153641,27.9116451,-97.4,42.4
3460,24203.0,outside,27.9223702,-97.2895663,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,8011.0,116.25,286.31172875442127,24.0,950.0,0.0,2009.0,1.0,5,-97.2895663,27.9223702,-97.4,42.4
3135,23620.0,human,27.9505741,-97.5822172,2007.0,0.0,0.0,0,,12,-1050,0.0,0.0,7180.0,569.5,273.9895927046151,11.0,931.0,0.0,2007.0,1.0,5,-97.5822172,27.9505741,-97.4,42.4
4025,28909.0,outside,27.959521,-97.360576,2011.0,0.0,0.0,0,,12,-1050,0.0,0.0,8393.0,280.75,281.7604297479618,18.0,946.0,0.0,2011.0,1.0,5,-97.360576,27.959521,-97.4,42.4
2400,22498.0,outside,27.9789074,-97.3986041,2003.0,0.0,0.0,0,,12,-1050,0.0,0.0,5802.0,213.0,111.24284865444636,29.0,998.0,0.0,2003.0,1.0,5,-97.3986041,27.9789074,-97.4,42.4
3360,24490.0,outside,27.9789074,-97.3986041,2008.0,0.0,0.0,0,,12,-1050,0.0,0.0,7658.0,265.5,279.8012246052118,14.0,985.0,0.0,2008.0,1.0,5,-97.3986041,27.9789074,-97.4,42.4
5913,25205.0,outside,28.005351,-97.465178,2020.0,26.0,-97.0,0,,80,-973,0.0,0.0,11376.0,11.0,83.0,27.0,973.0,0.0,2020.0,1.0,5,-97.465178,28.005351,-88.3,25.7
3967,28975.0,outside,28.00917,-97.572805,2011.0,0.0,0.0,0,,12,-1050,0.0,0.0,8393.0,204.75,273.067878435342,17.0,946.0,0.0,2011.0,1.0,5,-97.572805,28.00917,-97.4,42.4
3407,4043.0,outside,28.02,-97.05,2008.0,29.0,-94.0,0,,95,-951,0.0,0.0,8014.0,0.0,166.0,24.0,950.0,0.0,2008.0,1.0,5,-97.05,28.02,-37.0,17.2
1082,2796.0,outside,27.8827965,-98.6177929,1983.0,25.0,-98.0,0,,40,-995,0.0,0.0,1021.0,0.0,164.0,19.0,962.0,0.0,1983.0,1.0,5,-98.6177929,27.8827965,-76.0,25.1
1083,2795.0,outside,27.8827965,-98.6177929,1983.0,25.0,-98.0,0,,40,-995,0.0,0.0,1021.0,0.0,164.0,19.0,962.0,0.0,1983.0,1.0,5,-98.6177929,27.8827965,-76.0,25.1
1086,2797.0,outside,27.8827965,-98.6177929,1983.0,25.0,-98.0,0,,40,-995,0.0,0.0,1021.0,4.0,164.0,21.0,962.0,0.0,1983.0,1.0,5,-98.6177929,27.8827965,-76.0,25.1
1090,2799.0,outside,27.8827965,-98.6177929,1983.0,25.0,-98.0,0,,40,-995,0.0,0.0,1021.0,14.0,164.0,21.0,962.0,0.0,1983.0,1.0,5,-98.6177929,27.8827965,-76.0,25.1
1091,2800.0,outside,27.8827965,-98.6177929,1983.0,25.0,-98.0,0,,40,-995,0.0,0.0,1021.0,15.0,164.0,21.0,962.0,0.0,1983.0,1.0,5,-98.6177929,27.8827965,-76.0,25.1
2197,3575.0,outside,27.8827965,-98.6177929,2001.0,0.0,0.0,0,,12,-1050,0.0,0.0,5141.0,225.25,198.67305995196503,8.0,1006.0,0.0,2001.0,1.0,5,-98.6177929,27.8827965,-97.4,42.4
1088,2798.0,outside,27.8827965,-98.6177929,1983.0,25.0,-98.0,0,,40,-995,0.0,0.0,1021.0,10.0,164.0,21.0,962.0,0.0,1983.0,1.0,5,-98.6177929,27.8827965,-76.0,25.1
5835,25279.0,human,28.044016,-98.776443,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,11139.0,232.25,287.9637905661416,12.0,1003.0,0.0,2020.0,1.0,5,-98.776443,28.044016,-97.4,42.4
5715,25397.0,outside,28.1645,-97.76085,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,11146.0,122.0,269.4573105122569,13.0,1003.0,0.0,2020.0,1.0,5,-97.76085,28.1645,-97.4,42.4
6344,4253.0,outside,28.203673,-98.378295,2022.0,0.0,0.0,0,,12,-1050,0.0,0.0,12100.0,143.0,267.5720509128863,30.0,973.0,0.0,2022.0,1.0,5,-98.378295,28.203673,-97.4,42.4
3125,23633.0,outside,28.0366818,-97.5091611,2007.0,0.0,0.0,0,,12,-1050,0.0,0.0,7180.0,557.5,266.74318221507554,10.0,931.0,0.0,2007.0,1.0,5,-97.5091611,28.0366818,-97.4,42.4
2489,22610.0,human,28.0366818,-97.5091611,2003.0,28.0,-98.0,0,,50,-995,0.0,0.0,6094.0,31.0,52.0,21.0,979.0,0.0,2003.0,1.0,5,-97.5091611,28.0366818,-70.0,14.8
3649,29409.0,outside,28.05529,-97.32797,2010.0,0.0,0.0,0,,12,-1050,0.0,0.0,8011.0,484.25,278.9846058021039,10.0,950.0,0.0,2010.0,1.0,5,-97.32797,28.05529,-97.4,42.4
13736,,,,,2007.0,28.1,-97.1,tropical depression,-1.0,30,-1006,0.0,0.0,,,,,,,2007.0,0.0,5,-97.1,28.1,-90.7,23.7
4947,4954.0,outside,28.17348888,-97.28321944,2016.0,0.0,0.0,0,,12,-1050,0.0,0.0,9791.0,299.5,243.00690399939955,8.0,997.0,0.0,2016.0,1.0,5,-97.28321944,28.17348888,-97.4,42.4
16502,,,,,2017.0,28.2,-97.1,hurricane,3.0,105,-948,190.0,50.0,,,,,,,2017.0,0.0,5,-97.1,28.2,-52.0,13.0
3740,29322.0,outside,28.279502,-97.29544,2010.0,0.0,0.0,0,,12,-1050,0.0,0.0,8011.0,579.25,264.22801352544417,10.0,950.0,0.0,2010.0,1.0,5,-97.29544,28.279502,-97.4,42.4
5977,25130.0,outside,28.28081765,-97.1537463,2020.0,28.0,-96.0,0,,40,-999,0.0,0.0,11689.0,39.0,40.0,38.0,973.0,0.0,2020.0,1.0,5,-97.1537463,28.28081765,-92.1,21.5
2430,22593.0,outside,28.3052838,-97.2752704,2003.0,0.0,0.0,0,,12,-1050,0.0,0.0,5802.0,243.0,106.89946928438928,30.0,998.0,0.0,2003.0,1.0,5,-97.2752704,28.3052838,-97.4,42.4
3603,24326.0,outside,28.3052838,-97.2752704,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,8011.0,261.25,262.09111782856445,24.0,950.0,0.0,2009.0,1.0,5,-97.2752704,28.3052838,-97.4,42.4
5667,25487.0,outside,28.26072,-97.71679,2019.0,28.0,-95.0,0,,30,-1008,0.0,0.0,11120.0,41.0,122.0,13.0,1003.0,0.0,2019.0,1.0,5,-97.71679,28.26072,-94.8,28.3
3941,5606.0,outside,28.27222,-98.28751,2011.0,0.0,0.0,0,,12,-1050,0.0,0.0,8393.0,168.75,240.4758770574237,14.0,946.0,0.0,2011.0,1.0,5,-98.28751,28.27222,-97.4,42.4
10753,,,,,1998.0,28.3,-98.1,tropical depression,-1.0,30,-1003,,,,,,,,,1998.0,0.0,5,-98.1,28.3,-92.3,25.3
6343,24714.0,natural,28.3443975,-98.122727,2022.0,0.0,0.0,0,,12,-1050,0.0,0.0,12101.0,142.75,290.6071748598675,31.0,973.0,0.0,2022.0,1.0,5,-98.122727,28.3443975,-97.4,42.4
5533,25667.0,human,28.40872,-98.21365,2019.0,0.0,0.0,0,,12,-1050,0.0,0.0,10490.0,608.75,287.7838760488235,22.0,937.0,2.0,2019.0,1.0,5,-98.21365,28.40872,-97.4,42.4
4440,28161.0,human,28.41922,-97.9921,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,8665.0,668.9166666666666,85.16102362773252,4.0,1002.0,0.0,2013.0,1.0,5,-97.9921,28.41922,-97.4,42.4
1596,20264.0,outside,28.4602717,-98.1825071,1990.0,0.0,0.0,0,,12,-1050,0.0,0.0,2283.0,78.75,238.76401090945703,33.0,955.0,0.0,1990.0,1.0,5,-98.1825071,28.4602717,-97.4,42.4
5391,25805.0,outside,28.46062,-98.44847,2019.0,0.0,0.0,0,,12,-1050,0.0,0.0,10491.0,489.0,283.9045790230387,21.0,937.0,2.0,2019.0,1.0,5,-98.44847,28.46062,-97.4,42.4
5003,26847.0,outside,28.46343,-99.14065,2016.0,0.0,0.0,0,,12,-1050,0.0,0.0,9791.0,362.5,246.10757745695096,7.0,997.0,0.0,2016.0,1.0,5,-99.14065,28.46343,-97.4,42.4
5063,26579.0,outside,28.490666,-99.236536,2017.0,0.0,0.0,0,,12,-1050,0.0,0.0,9791.0,599.5,246.9071331062269,7.0,997.0,0.0,2017.0,1.0,5,-99.236536,28.490666,-97.4,42.4
10758,,,,,1998.0,28.5,-98.7,tropical depression,-1.0,25,-1005,,,,,,,,,1998.0,0.0,5,-98.7,28.5,-92.3,25.3
6061,25028.0,outside,28.501742,-98.855826,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11691.0,150.25,145.64674781576124,29.0,973.0,0.0,2021.0,1.0,5,-98.855826,28.501742,-97.4,42.4
4846,27223.0,outside,28.510104,-99.223506,2015.0,29.0,-96.0,0,,40,-998,0.0,0.0,9789.0,48.0,146.0,8.0,997.0,0.0,2015.0,1.0,5,-99.223506,28.510104,-94.3,27.0
4938,26935.0,outside,28.510104,-99.223506,2016.0,0.0,0.0,0,,12,-1050,0.0,0.0,9788.0,287.25,299.87500361294497,8.0,997.0,0.0,2016.0,1.0,5,-99.223506,28.510104,-97.4,42.4
5869,25244.0,outside,28.517778,-98.189167,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,11146.0,271.0,270.30106847674205,12.0,1003.0,0.0,2020.0,1.0,5,-98.189167,28.517778,-97.4,42.4
5006,26844.0,outside,28.524255,-99.221245,2016.0,0.0,0.0,0,,12,-1050,0.0,0.0,9788.0,367.25,298.910904771526,8.0,997.0,0.0,2016.0,1.0,5,-99.221245,28.524255,-97.4,42.4
5150,26447.0,outside,28.52499526,-99.21907671,2017.0,0.0,0.0,0,,12,-1050,0.0,0.0,9788.0,729.25,298.8185803364974,4.0,998.0,0.0,2017.0,1.0,5,-99.21907671,28.52499526,-97.4,42.4
5112,26501.0,outside,28.526011,-99.223482,2017.0,0.0,0.0,0,,12,-1050,0.0,0.0,9788.0,663.25,298.8427959569176,8.0,997.0,0.0,2017.0,1.0,5,-99.223482,28.526011,-97.4,42.4
4381,28222.0,outside,28.54022,-99.18709,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,8665.0,621.9166666666666,138.70830904797478,3.0,1004.0,0.0,2013.0,1.0,5,-99.18709,28.54022,-97.4,42.4
5137,26462.0,outside,28.558649,-98.163536,2017.0,0.0,0.0,0,,12,-1050,0.0,0.0,9788.0,703.25,281.18825365383674,9.0,997.0,0.0,2017.0,1.0,5,-98.163536,28.558649,-97.4,42.4
6252,4301.0,outside,28.308802,-97.299034,2021.0,28.0,-96.0,0,,65,-988,0.0,0.0,12095.0,0.0,70.0,38.0,973.0,0.0,2021.0,1.0,5,-97.299034,28.308802,-93.1,21.0
3983,28955.0,outside,28.3445,-97.1422,2011.0,0.0,0.0,0,,12,-1050,0.0,0.0,8393.0,230.75,265.076535028442,15.0,946.0,0.0,2011.0,1.0,5,-97.1422,28.3445,-97.4,42.4
5072,4872.0,outside,28.401404,-97.066976,2017.0,0.0,0.0,0,,12,-1050,0.0,0.0,9788.0,608.25,290.37429728302106,9.0,997.0,0.0,2017.0,1.0,5,-97.066976,28.401404,-97.4,42.4
3947,5602.0,outside,28.448621,-97.5235,2011.0,0.0,0.0,0,,12,-1050,0.0,0.0,8393.0,174.75,247.27900326946715,14.0,946.0,0.0,2011.0,1.0,5,-97.5235,28.448621,-97.4,42.4
4444,28156.0,outside,28.61171,-97.09409,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,8665.0,673.9166666666666,92.24003792976409,4.0,1002.0,0.0,2013.0,1.0,5,-97.09409,28.61171,-97.4,42.4
